"gene_id"	"bp_length"	"symbol"
"22735"	"ENSG00000214093.3"	457	NA
"22736"	"ENSG00000214097.4"	1868	SMCO1
"22737"	"ENSG00000214100.8"	627	LOC389033
"22738"	"ENSG00000214102.7"	3061	WEE2
"22739"	"ENSG00000214106.7"	2974	PAXIP1-AS2
"22740"	"ENSG00000214107.7"	1969	MAGEB1
"22741"	"ENSG00000214108.4"	521	NA
"22742"	"ENSG00000214110.3"	998	NA
"22743"	"ENSG00000214111.3"	691	NA
"22744"	"ENSG00000214113.10"	9443	LYRM4
"22745"	"ENSG00000214114.8"	3039	MYCBP
"22746"	"ENSG00000214121.4"	596	NA
"22747"	"ENSG00000214124.3"	238	NA
"22748"	"ENSG00000214125.2"	682	NA
"22749"	"ENSG00000214128.10"	4813	TMEM213
"22750"	"ENSG00000214132.4"	1404	NA
"22751"	"ENSG00000214135.8"	3502	LOC220729
"22752"	"ENSG00000214140.10"	5305	PRCD
"22753"	"ENSG00000214141.4"	1892	NA
"22754"	"ENSG00000214142.2"	735	NA
"22755"	"ENSG00000214144.3"	1941	NA
"22756"	"ENSG00000214145.6"	4153	LINC00887
"22757"	"ENSG00000214146.2"	2335	LOC647323
"22758"	"ENSG00000214147.2"	1209	NA
"22759"	"ENSG00000214160.9"	3464	ALG3
"22760"	"ENSG00000214161.3"	601	NA
"22761"	"ENSG00000214174.8"	3858	AMZ2P1
"22762"	"ENSG00000214176.9"	8469	NA
"22763"	"ENSG00000214178.3"	497	NA
"22764"	"ENSG00000214182.5"	1162	NA
"22765"	"ENSG00000214184.3"	799	GCC2-AS1
"22766"	"ENSG00000214185.3"	2398	NA
"22767"	"ENSG00000214188.9"	2664	ST7-OT4
"22768"	"ENSG00000214189.8"	7434	ZNF788
"22769"	"ENSG00000214190.2"	604	NA
"22770"	"ENSG00000214192.3"	440	NA
"22771"	"ENSG00000214193.9"	4474	SH3D21
"22772"	"ENSG00000214194.8"	1896	LINC00998
"22773"	"ENSG00000214195.4"	273	NA
"22774"	"ENSG00000214198.8"	6495	TTC41P
"22775"	"ENSG00000214199.3"	1346	NA
"22776"	"ENSG00000214200.2"	723	NA
"22777"	"ENSG00000214203.4"	787	NA
"22778"	"ENSG00000214204.4"	910	NA
"22779"	"ENSG00000214207.2"	1287	NA
"22780"	"ENSG00000214210.4"	860	NA
"22781"	"ENSG00000214211.2"	2403	NA
"22782"	"ENSG00000214212.8"	1565	C19orf38
"22783"	"ENSG00000214215.3"	2369	C12orf74
"22784"	"ENSG00000214216.10"	2923	IQCJ
"22785"	"ENSG00000214222.2"	411	NA
"22786"	"ENSG00000214223.4"	962	NA
"22787"	"ENSG00000214226.8"	2410	C17orf67
"22788"	"ENSG00000214237.9"	819	NA
"22789"	"ENSG00000214243.3"	497	NA
"22790"	"ENSG00000214244.4"	892	NA
"22791"	"ENSG00000214245.3"	636	NA
"22792"	"ENSG00000214248.2"	4739	NA
"22793"	"ENSG00000214249.3"	2353	CTAGE11P
"22794"	"ENSG00000214252.4"	345	NA
"22795"	"ENSG00000214253.8"	1795	FIS1
"22796"	"ENSG00000214254.3"	547	NA
"22797"	"ENSG00000214255.5"	895	NA
"22798"	"ENSG00000214259.3"	664	NA
"22799"	"ENSG00000214262.4"	1779	ANKRD36BP1
"22800"	"ENSG00000214263.2"	862	NA
"22801"	"ENSG00000214264.4"	1166	NA
"22802"	"ENSG00000214265.11"	1590	SNURF
"22803"	"ENSG00000214266.2"	869	NA
"22804"	"ENSG00000214268.2"	663	NA
"22805"	"ENSG00000214269.3"	1300	NA
"22806"	"ENSG00000214273.4"	2073	NA
"22807"	"ENSG00000214274.9"	1430	ANG
"22808"	"ENSG00000214278.4"	816	NA
"22809"	"ENSG00000214279.12"	8015	SCART1
"22810"	"ENSG00000214280.3"	666	NA
"22811"	"ENSG00000214281.3"	273	NA
"22812"	"ENSG00000214282.3"	1442	NA
"22813"	"ENSG00000214283.4"	1001	NA
"22814"	"ENSG00000214285.2"	270	NPS
"22815"	"ENSG00000214286.2"	715	NA
"22816"	"ENSG00000214288.4"	607	NA
"22817"	"ENSG00000214289.2"	449	NA
"22818"	"ENSG00000214290.7"	2068	COLCA2
"22819"	"ENSG00000214293.8"	3100	APTR
"22820"	"ENSG00000214295.4"	1527	NA
"22821"	"ENSG00000214297.3"	1076	NA
"22822"	"ENSG00000214298.3"	261	NA
"22823"	"ENSG00000214300.7"	4131	SPDYE3
"22824"	"ENSG00000214301.4"	682	NA
"22825"	"ENSG00000214305.4"	251	NA
"22826"	"ENSG00000214309.4"	1571	MBLAC1
"22827"	"ENSG00000214313.8"	1735	AZGP1P1
"22828"	"ENSG00000214318.3"	412	NA
"22829"	"ENSG00000214319.2"	1095	NA
"22830"	"ENSG00000214321.3"	457	NA
"22831"	"ENSG00000214322.3"	458	NA
"22832"	"ENSG00000214324.5"	1740	NA
"22833"	"ENSG00000214326.2"	372	NA
"22834"	"ENSG00000214329.7"	1184	NA
"22835"	"ENSG00000214330.4"	754	NA
"22836"	"ENSG00000214331.8"	3828	LOC283922
"22837"	"ENSG00000214335.3"	2412	NA
"22838"	"ENSG00000214336.4"	2804	FOXI3
"22839"	"ENSG00000214338.10"	4325	SOGA3
"22840"	"ENSG00000214342.2"	760	NA
"22841"	"ENSG00000214344.4"	2054	OR4F13P
"22842"	"ENSG00000214347.7"	690	NA
"22843"	"ENSG00000214351.5"	894	NA
"22844"	"ENSG00000214353.7"	4853	VAC14-AS1
"22845"	"ENSG00000214354.3"	937	NA
"22846"	"ENSG00000214357.8"	6424	NEURL1B
"22847"	"ENSG00000214359.3"	538	NA
"22848"	"ENSG00000214360.4"	702	EFCAB9
"22849"	"ENSG00000214362.2"	775	NA
"22850"	"ENSG00000214366.4"	640	NA
"22851"	"ENSG00000214367.7"	7067	HAUS3
"22852"	"ENSG00000214369.2"	793	NA
"22853"	"ENSG00000214374.2"	340	NA
"22854"	"ENSG00000214376.5"	3849	VSTM5
"22855"	"ENSG00000214380.4"	618	NA
"22856"	"ENSG00000214381.4"	2520	LINC00488
"22857"	"ENSG00000214389.2"	784	NA
"22858"	"ENSG00000214391.3"	1613	NA
"22859"	"ENSG00000214401.4"	976	KANSL1-AS1
"22860"	"ENSG00000214402.6"	4052	LCNL1
"22861"	"ENSG00000214405.3"	544	NA
"22862"	"ENSG00000214407.3"	2051	LOC152225
"22863"	"ENSG00000214413.7"	8075	BBIP1
"22864"	"ENSG00000214414.9"	1353	TRIM77
"22865"	"ENSG00000214415.3"	1159	GNAT3
"22866"	"ENSG00000214417.4"	1290	NA
"22867"	"ENSG00000214424.5"	1610	NA
"22868"	"ENSG00000214425.7"	6924	NA
"22869"	"ENSG00000214428.3"	865	NA
"22870"	"ENSG00000214429.3"	302	NA
"22871"	"ENSG00000214432.9"	3429	LOC101926911
"22872"	"ENSG00000214433.4"	779	NA
"22873"	"ENSG00000214434.2"	889	NA
"22874"	"ENSG00000214435.7"	2404	AS3MT
"22875"	"ENSG00000214439.3"	716	NA
"22876"	"ENSG00000214447.4"	3459	CCDC103
"22877"	"ENSG00000214455.4"	915	NA
"22878"	"ENSG00000214456.8"	4815	PLIN5
"22879"	"ENSG00000214457.3"	728	NA
"22880"	"ENSG00000214460.3"	514	NA
"22881"	"ENSG00000214465.3"	1216	NA
"22882"	"ENSG00000214484.3"	874	NA
"22883"	"ENSG00000214485.6"	747	NA
"22884"	"ENSG00000214487.3"	971	NA
"22885"	"ENSG00000214491.8"	3392	SEC14L6
"22886"	"ENSG00000214510.9"	1174	SPINK13
"22887"	"ENSG00000214511.3"	371	HIGD1C
"22888"	"ENSG00000214513.3"	2749	NOTO
"22889"	"ENSG00000214514.7"	4221	KRT42P
"22890"	"ENSG00000214517.9"	7917	PPME1
"22891"	"ENSG00000214518.3"	733	KRTAP2-2
"22892"	"ENSG00000214525.4"	1212	NA
"22893"	"ENSG00000214526.3"	385	NA
"22894"	"ENSG00000214530.8"	4197	STARD10
"22895"	"ENSG00000214533.3"	1043	NA
"22896"	"ENSG00000214534.4"	3463	NA
"22897"	"ENSG00000214535.3"	391	NA
"22898"	"ENSG00000214541.3"	413	NA
"22899"	"ENSG00000214544.7"	3528	NA
"22900"	"ENSG00000214546.3"	616	NA
"22901"	"ENSG00000214548.14"	15769	MEG3
"22902"	"ENSG00000214549.2"	501	NA
"22903"	"ENSG00000214552.4"	627	NA
"22904"	"ENSG00000214553.9"	5646	LRRC37A11P
"22905"	"ENSG00000214558.4"	2436	NA
"22906"	"ENSG00000214559.3"	397	NA
"22907"	"ENSG00000214560.4"	264	NA
"22908"	"ENSG00000214561.3"	1289	NA
"22909"	"ENSG00000214562.14"	6985	NUTM2D
"22910"	"ENSG00000214563.2"	975	NA
"22911"	"ENSG00000214575.9"	8215	CPEB1
"22912"	"ENSG00000214578.5"	270	NA
"22913"	"ENSG00000214581.6"	1539	NA
"22914"	"ENSG00000214584.3"	1028	NA
"22915"	"ENSG00000214593.3"	246	NA
"22916"	"ENSG00000214595.11"	14426	EML6
"22917"	"ENSG00000214602.3"	1264	NA
"22918"	"ENSG00000214604.3"	835	NA
"22919"	"ENSG00000214607.2"	2101	NA
"22920"	"ENSG00000214612.3"	434	NA
"22921"	"ENSG00000214614.2"	2274	NA
"22922"	"ENSG00000214617.9"	4479	SLC6A10P
"22923"	"ENSG00000214626.2"	1176	NA
"22924"	"ENSG00000214628.3"	566	NA
"22925"	"ENSG00000214629.3"	882	NA
"22926"	"ENSG00000214641.3"	389	NA
"22927"	"ENSG00000214642.1"	249	DEFB113
"22928"	"ENSG00000214643.5"	186	DEFB133
"22929"	"ENSG00000214646.8"	876	NA
"22930"	"ENSG00000214650.2"	1282	NA
"22931"	"ENSG00000214651.4"	1463	NA
"22932"	"ENSG00000214652.5"	1679	ZNF727
"22933"	"ENSG00000214653.4"	1137	NA
"22934"	"ENSG00000214654.6"	1389	NA
"22935"	"ENSG00000214655.10"	7953	ZSWIM8
"22936"	"ENSG00000214657.4"	305	NA
"22937"	"ENSG00000214659.4"	1276	NA
"22938"	"ENSG00000214660.6"	1089	NA
"22939"	"ENSG00000214668.4"	971	NA
"22940"	"ENSG00000214669.3"	426	NA
"22941"	"ENSG00000214671.4"	846	NA
"22942"	"ENSG00000214676.4"	567	NA
"22943"	"ENSG00000214681.3"	512	IQCF5
"22944"	"ENSG00000214684.2"	713	NA
"22945"	"ENSG00000214686.4"	446	IQCF6
"22946"	"ENSG00000214688.4"	4934	C10orf105
"22947"	"ENSG00000214691.7"	2215	LOC388942
"22948"	"ENSG00000214694.10"	5490	ARHGEF33
"22949"	"ENSG00000214695.3"	1234	NA
"22950"	"ENSG00000214700.5"	957	C12orf71
"22951"	"ENSG00000214702.6"	386	NA
"22952"	"ENSG00000214706.10"	3712	IFRD2
"22953"	"ENSG00000214708.4"	1599	LOC105371730
"22954"	"ENSG00000214711.9"	4014	CAPN14
"22955"	"ENSG00000214717.10"	4755	ZBED1
"22956"	"ENSG00000214717.10_PAR_Y"	4755	ZBED1
"22957"	"ENSG00000214719.11"	6036	NA
"22958"	"ENSG00000214720.4"	832	NA
"22959"	"ENSG00000214725.8"	900	CDIPT-AS1
"22960"	"ENSG00000214727.2"	816	NA
"22961"	"ENSG00000214732.2"	688	NA
"22962"	"ENSG00000214736.7"	637	TOMM6
"22963"	"ENSG00000214743.4"	166	NA
"22964"	"ENSG00000214745.2"	1275	NA
"22965"	"ENSG00000214748.2"	78	NA
"22966"	"ENSG00000214753.2"	5293	HNRNPUL2
"22967"	"ENSG00000214754.3"	882	NA
"22968"	"ENSG00000214756.7"	3185	METTL12
"22969"	"ENSG00000214759.3"	270	NA
"22970"	"ENSG00000214760.2"	507	NA
"22971"	"ENSG00000214761.3"	960	NA
"22972"	"ENSG00000214765.8"	4496	SEPT7P2
"22973"	"ENSG00000214770.2"	3311	NA
"22974"	"ENSG00000214772.2"	657	NA
"22975"	"ENSG00000214773.1"	1428	NA
"22976"	"ENSG00000214776.9"	10244	NA
"22977"	"ENSG00000214782.7"	1433	MS4A18
"22978"	"ENSG00000214783.9"	6492	POLR2J4
"22979"	"ENSG00000214784.4"	817	NA
"22980"	"ENSG00000214787.8"	1558	MS4A4E
"22981"	"ENSG00000214788.2"	1270	OOSP1
"22982"	"ENSG00000214794.4"	1255	NA
"22983"	"ENSG00000214796.8"	2958	NA
"22984"	"ENSG00000214797.3"	2805	NA
"22985"	"ENSG00000214803.3"	1195	LOC101927588
"22986"	"ENSG00000214807.2"	764	NA
"22987"	"ENSG00000214810.4"	311	NA
"22988"	"ENSG00000214812.3"	557	NA
"22989"	"ENSG00000214814.7"	6051	FER1L6
"22990"	"ENSG00000214815.2"	1549	NA
"22991"	"ENSG00000214819.1"	1048	CDRT15L2
"22992"	"ENSG00000214820.3"	1089	NA
"22993"	"ENSG00000214821.4"	567	NA
"22994"	"ENSG00000214822.8"	2351	KRT16P3
"22995"	"ENSG00000214823.3"	316	NA
"22996"	"ENSG00000214825.2"	1062	NA
"22997"	"ENSG00000214826.5"	2947	NA
"22998"	"ENSG00000214827.9"	2990	MTCP1
"22999"	"ENSG00000214832.5"	1472	NA
"23000"	"ENSG00000214835.3"	472	NA
"23001"	"ENSG00000214837.8"	3841	LINC01347
"23002"	"ENSG00000214842.5"	3724	RAD51AP2
"23003"	"ENSG00000214843.3"	604	NA
"23004"	"ENSG00000214846.4"	666	NA
"23005"	"ENSG00000214851.4"	2213	LINC00612
"23006"	"ENSG00000214853.5"	504	NA
"23007"	"ENSG00000214855.9"	938	APOC1P1
"23008"	"ENSG00000214856.11"	2373	NA
"23009"	"ENSG00000214857.4"	209	NA
"23010"	"ENSG00000214860.4"	2156	EVPLL
"23011"	"ENSG00000214866.7"	1780	DCDC2C
"23012"	"ENSG00000214867.3"	530	NA
"23013"	"ENSG00000214869.5"	755	NA
"23014"	"ENSG00000214870.8"	1702	NA
"23015"	"ENSG00000214872.8"	1649	SMTNL1
"23016"	"ENSG00000214875.2"	571	NA
"23017"	"ENSG00000214878.2"	635	NA
"23018"	"ENSG00000214880.3"	706	NA
"23019"	"ENSG00000214881.4"	345	NA
"23020"	"ENSG00000214883.4"	1042	NA
"23021"	"ENSG00000214886.4"	473	NA
"23022"	"ENSG00000214888.2"	2014	NA
"23023"	"ENSG00000214889.3"	583	NA
"23024"	"ENSG00000214890.3"	1013	NA
"23025"	"ENSG00000214891.8"	1383	TRIM64C
"23026"	"ENSG00000214892.4"	3183	NA
"23027"	"ENSG00000214894.6"	2171	LINC00243
"23028"	"ENSG00000214896.4"	876	NA
"23029"	"ENSG00000214897.4"	3458	NA
"23030"	"ENSG00000214900.9"	14763	LINC01588
"23031"	"ENSG00000214903.4"	389	NA
"23032"	"ENSG00000214904.5"	489	NA
"23033"	"ENSG00000214908.3"	741	NA
"23034"	"ENSG00000214914.3"	468	NA
"23035"	"ENSG00000214915.3"	482	LOC105377213
"23036"	"ENSG00000214917.3"	388	NA
"23037"	"ENSG00000214919.3"	1585	NA
"23038"	"ENSG00000214922.9"	4179	HLA-F-AS1
"23039"	"ENSG00000214925.3"	370	NA
"23040"	"ENSG00000214929.3"	5158	SPATA31D1
"23041"	"ENSG00000214930.2"	1207	NA
"23042"	"ENSG00000214940.8"	1606	c("NPIPA7", "NPIPA8")
"23043"	"ENSG00000214941.7"	2559	ZSWIM7
"23044"	"ENSG00000214942.4"	584	NA
"23045"	"ENSG00000214943.3"	1057	GPR33
"23046"	"ENSG00000214944.9"	15617	ARHGEF28
"23047"	"ENSG00000214946.13"	5370	TBC1D26
"23048"	"ENSG00000214954.8"	3056	LRRC69
"23049"	"ENSG00000214955.5"	805	NA
"23050"	"ENSG00000214960.9"	6309	ISPD
"23051"	"ENSG00000214961.2"	1372	NA
"23052"	"ENSG00000214967.5"	1401	c("NPIPA7", "NPIPA8")
"23053"	"ENSG00000214970.8"	1474	NA
"23054"	"ENSG00000214973.3"	640	NA
"23055"	"ENSG00000214975.4"	499	NA
"23056"	"ENSG00000214976.2"	958	NA
"23057"	"ENSG00000214978.7"	882	GSG1L2
"23058"	"ENSG00000214980.4"	1486	NA
"23059"	"ENSG00000214988.4"	813	NA
"23060"	"ENSG00000214992.6"	2719	NA
"23061"	"ENSG00000214998.2"	1150	NA
"23062"	"ENSG00000214999.3"	1804	LOC107985075
"23063"	"ENSG00000215000.4"	885	NA
"23064"	"ENSG00000215002.2"	461	NA
"23065"	"ENSG00000215003.4"	598	NA
"23066"	"ENSG00000215004.3"	1204	NA
"23067"	"ENSG00000215005.2"	1686	NA
"23068"	"ENSG00000215006.4"	321	NA
"23069"	"ENSG00000215007.3"	1194	NA
"23070"	"ENSG00000215009.5"	2477	ACSM4
"23071"	"ENSG00000215012.8"	6803	C22orf29
"23072"	"ENSG00000215014.4"	2101	NA
"23073"	"ENSG00000215016.2"	453	NA
"23074"	"ENSG00000215018.9"	6619	COL28A1
"23075"	"ENSG00000215021.8"	2499	PHB2
"23076"	"ENSG00000215022.7"	3115	NA
"23077"	"ENSG00000215023.2"	739	NA
"23078"	"ENSG00000215029.8"	2835	c("TCP11X1", "TCP11X2")
"23079"	"ENSG00000215030.5"	636	NA
"23080"	"ENSG00000215032.2"	1643	NA
"23081"	"ENSG00000215034.4"	474	NA
"23082"	"ENSG00000215035.2"	1057	NA
"23083"	"ENSG00000215037.2"	481	NA
"23084"	"ENSG00000215039.6"	3411	CD27-AS1
"23085"	"ENSG00000215041.9"	6170	NEURL4
"23086"	"ENSG00000215043.2"	913	NA
"23087"	"ENSG00000215045.8"	4134	GRID2IP
"23088"	"ENSG00000215049.3"	589	NA
"23089"	"ENSG00000215054.3"	884	NA
"23090"	"ENSG00000215057.4"	1601	NA
"23091"	"ENSG00000215063.3"	481	NA
"23092"	"ENSG00000215065.3"	1761	NA
"23093"	"ENSG00000215067.9"	3217	ALOX12-AS1
"23094"	"ENSG00000215068.7"	2773	LOC153684
"23095"	"ENSG00000215070.4"	1795	NA
"23096"	"ENSG00000215085.4"	640	NA
"23097"	"ENSG00000215086.2"	894	NA
"23098"	"ENSG00000215088.3"	616	NA
"23099"	"ENSG00000215089.3"	1283	NA
"23100"	"ENSG00000215093.3"	1096	NA
"23101"	"ENSG00000215094.3"	407	NA
"23102"	"ENSG00000215096.3"	394	NA
"23103"	"ENSG00000215097.3"	1760	NA
"23104"	"ENSG00000215102.2"	1115	NA
"23105"	"ENSG00000215105.4"	6081	NA
"23106"	"ENSG00000215110.7"	1586	NA
"23107"	"ENSG00000215112.6"	637	FAM74A1
"23108"	"ENSG00000215113.6"	1756	CXorf49B
"23109"	"ENSG00000215114.7"	5390	UBXN2B
"23110"	"ENSG00000215115.6"	1756	CXorf49
"23111"	"ENSG00000215117.5"	1875	LINC00588
"23112"	"ENSG00000215120.2"	1545	NA
"23113"	"ENSG00000215124.2"	1345	NA
"23114"	"ENSG00000215126.10"	10393	c("CBWD5", "CBWD6")
"23115"	"ENSG00000215127.6"	1448	NA
"23116"	"ENSG00000215131.10"	963	C16orf90
"23117"	"ENSG00000215146.4"	7024	LOC441666
"23118"	"ENSG00000215148.7"	957	NA
"23119"	"ENSG00000215149.3"	1287	NA
"23120"	"ENSG00000215151.4"	1601	NA
"23121"	"ENSG00000215154.6"	2751	LOC652276
"23122"	"ENSG00000215156.5"	3598	LOC646652
"23123"	"ENSG00000215158.9"	6571	NA
"23124"	"ENSG00000215159.3"	589	NA
"23125"	"ENSG00000215160.2"	1017	NA
"23126"	"ENSG00000215162.1"	2173	LINC00269
"23127"	"ENSG00000215165.3"	880	NA
"23128"	"ENSG00000215168.2"	1001	NA
"23129"	"ENSG00000215174.2"	3194	NLRP2B
"23130"	"ENSG00000215177.3"	352	NA
"23131"	"ENSG00000215179.5"	2142	NA
"23132"	"ENSG00000215182.8"	17448	MUC5AC
"23133"	"ENSG00000215183.4"	787	MSMP
"23134"	"ENSG00000215184.2"	407	NA
"23135"	"ENSG00000215186.6"	2234	GOLGA6B
"23136"	"ENSG00000215187.9"	1372	FAM166B
"23137"	"ENSG00000215190.9"	2969	c("GUSBP1", "LINC00680")
"23138"	"ENSG00000215193.12"	20045	PEX26
"23139"	"ENSG00000215196.4"	2941	LOC285696
"23140"	"ENSG00000215197.4"	654	NA
"23141"	"ENSG00000215198.3"	1775	NA
"23142"	"ENSG00000215199.3"	738	NA
"23143"	"ENSG00000215203.2"	991	GRXCR1
"23144"	"ENSG00000215206.5"	435	NA
"23145"	"ENSG00000215208.3"	1297	NA
"23146"	"ENSG00000215210.3"	1168	NA
"23147"	"ENSG00000215217.6"	2385	C5orf49
"23148"	"ENSG00000215218.3"	4317	UBE2QL1
"23149"	"ENSG00000215221.2"	382	NA
"23150"	"ENSG00000215223.3"	1428	NA
"23151"	"ENSG00000215227.4"	379	NA
"23152"	"ENSG00000215231.7"	2070	LINC01020
"23153"	"ENSG00000215236.3"	742	NA
"23154"	"ENSG00000215237.6"	1188	NA
"23155"	"ENSG00000215241.3"	1397	LOC101927905
"23156"	"ENSG00000215244.2"	3086	LOC399715
"23157"	"ENSG00000215246.5"	3482	LOC100506688
"23158"	"ENSG00000215251.3"	2874	FASTKD5
"23159"	"ENSG00000215252.11"	7670	c("GOLGA8A", "GOLGA8B")
"23160"	"ENSG00000215256.3"	3593	DHRS4-AS1
"23161"	"ENSG00000215262.7"	3969	KCNU1
"23162"	"ENSG00000215263.2"	379	NA
"23163"	"ENSG00000215264.4"	651	NA
"23164"	"ENSG00000215267.8"	895	NA
"23165"	"ENSG00000215268.3"	2260	NA
"23166"	"ENSG00000215269.5"	527	c("GAGE4", "GAGE5", "GAGE6", "GAGE7", "GAGE12G")
"23167"	"ENSG00000215270.3"	1049	NA
"23168"	"ENSG00000215271.7"	5534	HOMEZ
"23169"	"ENSG00000215274.5"	538	GAGE10
"23170"	"ENSG00000215277.8"	2059	RNF212B
"23171"	"ENSG00000215278.4"	579	NA
"23172"	"ENSG00000215283.3"	622	NA
"23173"	"ENSG00000215284.2"	655	NA
"23174"	"ENSG00000215286.3"	754	NA
"23175"	"ENSG00000215288.4"	1225	NA
"23176"	"ENSG00000215296.10"	3023	NA
"23177"	"ENSG00000215297.3"	464	NA
"23178"	"ENSG00000215301.9"	8928	DDX3X
"23179"	"ENSG00000215302.8"	2331	NA
"23180"	"ENSG00000215304.3"	1097	NA
"23181"	"ENSG00000215305.9"	3364	VPS16
"23182"	"ENSG00000215310.2"	1230	NA
"23183"	"ENSG00000215311.3"	834	NA
"23184"	"ENSG00000215313.3"	862	NA
"23185"	"ENSG00000215317.2"	1041	NA
"23186"	"ENSG00000215319.2"	1231	NA
"23187"	"ENSG00000215325.4"	1244	NA
"23188"	"ENSG00000215326.3"	606	NA
"23189"	"ENSG00000215333.3"	1283	NA
"23190"	"ENSG00000215339.3"	889	NA
"23191"	"ENSG00000215343.7"	3377	ZNF705D
"23192"	"ENSG00000215347.3"	898	NA
"23193"	"ENSG00000215349.2"	1033	NA
"23194"	"ENSG00000215351.3"	496	NA
"23195"	"ENSG00000215353.2"	770	NA
"23196"	"ENSG00000215354.9"	2379	NA
"23197"	"ENSG00000215356.4"	1207	ZNF705B
"23198"	"ENSG00000215357.2"	1658	NA
"23199"	"ENSG00000215365.4"	1395	NA
"23200"	"ENSG00000215367.10"	756	TMED11P
"23201"	"ENSG00000215368.5"	481	NA
"23202"	"ENSG00000215369.3"	293	NA
"23203"	"ENSG00000215371.3"	252	NA
"23204"	"ENSG00000215372.6"	3644	ZNF705G
"23205"	"ENSG00000215373.4"	1395	NA
"23206"	"ENSG00000215374.5"	3339	FAM66B
"23207"	"ENSG00000215375.6"	4305	MYL5
"23208"	"ENSG00000215378.3"	496	c("DEFT1P", "DEFT1P2")
"23209"	"ENSG00000215380.2"	210	NA
"23210"	"ENSG00000215381.3"	460	NA
"23211"	"ENSG00000215386.11"	6171	NA
"23212"	"ENSG00000215388.3"	1114	NA
"23213"	"ENSG00000215397.3"	3577	SCRT2
"23214"	"ENSG00000215398.11"	734	NA
"23215"	"ENSG00000215399.2"	611	NA
"23216"	"ENSG00000215403.1"	992	LL22NC01-81G9.3
"23217"	"ENSG00000215409.4"	808	NA
"23218"	"ENSG00000215414.4"	741	NA
"23219"	"ENSG00000215417.11"	3492	c("MIR17", "MIR18A", "MIR19A", "MIR19B1", "MIR20A", "MIR92A1", "MIR17HG")
"23220"	"ENSG00000215418.2"	1048	NA
"23221"	"ENSG00000215421.9"	12190	ZNF407
"23222"	"ENSG00000215424.9"	7605	MCM3AP-AS1
"23223"	"ENSG00000215440.11"	7641	NPEPL1
"23224"	"ENSG00000215441.3"	2364	NA
"23225"	"ENSG00000215444.2"	459	NA
"23226"	"ENSG00000215447.7"	1549	NA
"23227"	"ENSG00000215448.3"	885	NA
"23228"	"ENSG00000215450.2"	863	NA
"23229"	"ENSG00000215452.3"	3030	NA
"23230"	"ENSG00000215454.5"	1643	KRTAP10-4
"23231"	"ENSG00000215455.4"	1215	KRTAP10-1
"23232"	"ENSG00000215456.5"	826	NA
"23233"	"ENSG00000215457.5"	622	NA
"23234"	"ENSG00000215458.8"	4874	AATBC
"23235"	"ENSG00000215464.4"	456	NA
"23236"	"ENSG00000215467.2"	435	NA
"23237"	"ENSG00000215472.10"	1529	c("RPL17", "RPL17-C18orf32")
"23238"	"ENSG00000215474.7"	3941	SKOR2
"23239"	"ENSG00000215475.4"	7057	SIAH3
"23240"	"ENSG00000215477.2"	996	NA
"23241"	"ENSG00000215478.8"	1560	NA
"23242"	"ENSG00000215480.4"	897	NA
"23243"	"ENSG00000215481.8"	2751	NA
"23244"	"ENSG00000215482.3"	449	NA
"23245"	"ENSG00000215483.9"	18352	c("LINC00548", "LINC00598")
"23246"	"ENSG00000215486.5"	751	NA
"23247"	"ENSG00000215492.6"	963	NA
"23248"	"ENSG00000215493.3"	1703	NA
"23249"	"ENSG00000215498.8"	7126	FAM230B
"23250"	"ENSG00000215506.5"	1605	NA
"23251"	"ENSG00000215507.10"	1157	NA
"23252"	"ENSG00000215512.9"	2970	LOC644669
"23253"	"ENSG00000215515.2"	1449	NA
"23254"	"ENSG00000215520.3"	763	NA
"23255"	"ENSG00000215529.12"	4536	EFCAB8
"23256"	"ENSG00000215533.8"	1087	LINC00189
"23257"	"ENSG00000215537.3"	1213	NA
"23258"	"ENSG00000215540.10"	1157	NA
"23259"	"ENSG00000215544.6"	544	NA
"23260"	"ENSG00000215545.1"	309	DEFB116
"23261"	"ENSG00000215546.2"	698	NA
"23262"	"ENSG00000215547.1"	267	DEFB115
"23263"	"ENSG00000215548.2"	931	NA
"23264"	"ENSG00000215553.3"	1288	NA
"23265"	"ENSG00000215559.8"	4842	ANKRD20A11P
"23266"	"ENSG00000215560.2"	1562	TTTY5
"23267"	"ENSG00000215562.2"	932	NA
"23268"	"ENSG00000215567.5"	714	NA
"23269"	"ENSG00000215568.7"	3747	GAB4
"23270"	"ENSG00000215571.5"	1711	NA
"23271"	"ENSG00000215572.2"	1257	NA
"23272"	"ENSG00000215580.10"	7069	BCORP1
"23273"	"ENSG00000215583.3"	1234	NA
"23274"	"ENSG00000215586.2"	525	NA
"23275"	"ENSG00000215589.3"	1234	NA
"23276"	"ENSG00000215595.1"	1604	C20orf202
"23277"	"ENSG00000215601.3"	443	NA
"23278"	"ENSG00000215603.4"	1191	NA
"23279"	"ENSG00000215604.3"	3140	NA
"23280"	"ENSG00000215606.4"	1269	NA
"23281"	"ENSG00000215612.7"	2144	HMX1
"23282"	"ENSG00000215630.6"	584	NA
"23283"	"ENSG00000215644.9"	3241	GCGR
"23284"	"ENSG00000215692.2"	472	NA
"23285"	"ENSG00000215695.1"	1854	RSC1A1
"23286"	"ENSG00000215704.9"	1457	CELA2B
"23287"	"ENSG00000215712.10"	4644	TMEM242
"23288"	"ENSG00000215717.5"	4574	TMEM167B
